# Top IPs from data gathered in last 24 hours only,2023-03-17
Number,IP address,Rating
143,20.4.7.134,0.00286629274077
144,66.150.164.180,0.0028566565028291
145,103.167.85.97,0.0028105129247243
146,89.248.165.59,0.0028084344860964
147,92.63.197.58,0.0027980242800589
148,172.65.194.168,0.002793045107612
149,128.116.76.4,0.0027868006923887
150,89.248.165.118,0.0027816011889105
151,208.104.213.114,0.0027596639911942
152,20.78.250.160,0.0027293540254206
153,77.247.108.45,0.0027008759541022
154,93.55.137.209,0.0026799490445826
155,198.251.89.224,0.0026326522169441
156,218.92.0.208,0.0026002724446465
157,103.151.125.180,0.0025922428186622
158,20.8.115.71,0.0025731668495699
159,89.248.165.166,0.0025676959513119
160,128.116.28.110,0.0025476470811656
161,185.229.236.182,0.0025382380785804
162,198.251.84.9,0.0025327109973171
163,20.8.119.194,0.0025268014514619
164,20.4.7.142,0.0025132404818662
165,20.8.115.79,0.0024764216404299
166,193.106.191.69,0.0024683563837905
167,85.116.106.94,0.0024591882158801
168,158.255.7.157,0.002458984179461
169,141.193.68.155,0.00245387829645
170,45.93.16.71,0.0024487752594215
171,89.248.165.52,0.0024405508837816
172,128.116.28.53,0.0024327204250299
173,197.255.224.193,0.0024241616356334
174,162.19.139.73,0.0024128028302175
175,147.50.77.194,0.0024021889617125
176,61.177.173.5,0.0023994297116158
177,45.143.200.102,0.0023937957779188
178,205.178.183.6,0.002388448485832
179,20.4.69.192,0.0023882471894168
180,103.89.89.207,0.0023651617900903
181,103.207.38.178,0.0023646674763843
182,20.4.69.206,0.0023394389246215
183,198.251.81.148,0.0023385638827301
184,135.148.137.138,0.002333110683931
185,20.4.63.75,0.0023317021164181
186,220.130.156.214,0.0023270087133607
187,52.36.120.230,0.0023267644932325
188,137.74.91.218,0.0023214691329017
189,51.77.31.48,0.0023161097636915
190,78.128.214.34,0.0023126792967468
191,20.4.69.196,0.0023117167635596
192,89.248.163.189,0.0023087393293359
193,20.4.7.135,0.0023056578872378
194,51.75.242.155,0.0022954391182108
195,149.202.71.32,0.0022898019573565
196,20.8.115.75,0.0022728089526836
197,193.19.119.53,0.0022715324498592
198,51.195.60.217,0.0022695610963372
199,79.124.62.114,0.0022467983448947
200,91.121.40.122,0.0022305565942225
201,139.99.209.135,0.0022284364865153
202,67.246.146.61,0.0022217287963353
203,49.88.112.75,0.0022172969271609
204,61.177.172.13,0.0022054025696908
205,20.4.69.203,0.0021838833249304
206,198.251.82.252,0.0021672276665143
207,20.8.118.58,0.0021592016221536
208,135.148.158.207,0.0021418343903811
209,147.135.1.108,0.0021339446153795
210,204.10.192.197,0.0021242028600728
211,46.17.102.83,0.0020991277110022
212,20.8.119.196,0.0020979079681256
213,20.4.63.79,0.0020888895721425
214,151.80.215.40,0.002088873672215
215,202.99.167.143,0.0020868711188069
216,78.128.113.250,0.0020670359858151
217,139.99.234.43,0.002065337605096
218,49.88.112.117,0.0020649186294787
219,113.160.198.2,0.0020571446123539
220,185.224.128.221,0.0020555484507731
221,51.79.251.107,0.002053990505244
222,100.21.12.60,0.0020525097934318
223,190.2.144.45,0.002035456582755
224,89.248.165.53,0.0020335583283463
225,103.152.196.36,0.0020326114812145
226,206.116.110.222,0.0020229614872911
227,198.251.82.254,0.0020224206171431
228,51.195.182.170,0.0020116286626575
229,20.4.63.73,0.0020053082599925
230,192.223.24.31,0.0019929676430422
231,145.239.154.85,0.0019925107630654
232,198.251.83.50,0.0019924253955341
233,104.156.155.5,0.0019873256186944
234,20.8.115.69,0.0019774886618471
235,103.207.37.192,0.0019750996657083
236,195.54.161.152,0.001971022737903
237,20.4.63.70,0.0019609626967195
238,193.57.40.49,0.0019533921697442
239,135.181.126.157,0.0019494115195215
240,193.46.255.86,0.001947705770219
241,193.242.104.31,0.0019415091254813
242,103.167.93.239,0.0019362865573884
243,20.8.118.55,0.0019220590341743
244,220.233.84.177,0.0019175091358265
245,103.232.54.188,0.0019122550619278
246,103.153.76.54,0.0018972244229644
247,108.249.70.85,0.0018968439685645
248,128.116.28.167,0.0018964306053493
249,20.8.115.76,0.0018953971748974
250,89.248.165.51,0.0018875671980135
251,34.244.149.30,0.0018838138517007
252,103.232.53.52,0.0018824892213655
253,89.248.165.203,0.0018777984552013
254,20.4.63.68,0.0018638197296913
255,51.255.75.37,0.0018583296742538
256,135.125.0.68,0.0018429705254241
257,62.112.11.8,0.0018412346582955
258,61.177.173.26,0.0018346555143184
259,20.4.63.74,0.0018315833601509
260,108.177.127.188,0.0018313416510563
261,101.68.211.3,0.0018235697812306
262,89.248.165.88,0.001797256210622
263,104.21.82.129,0.0017658891004956
264,193.56.116.167,0.0017495006890399
265,79.124.62.118,0.001748848347561
266,218.92.0.211,0.0017482234934125
267,92.63.196.222,0.0017464837348176
268,94.232.45.4,0.00174002426893
269,2.184.52.126,0.0017375567343409
270,73.190.97.144,0.0017362081096939
271,20.4.7.137,0.0017217501425673
272,108.177.126.188,0.0016912224757901
273,190.191.135.206,0.0016787691787461
274,20.4.7.136,0.0016750886301619
275,15.235.42.34,0.0016731672424059
276,218.92.0.205,0.0016719987124671
277,51.222.155.182,0.0016665005497907
278,20.4.69.193,0.001656293557499
279,104.152.143.201,0.0016529333561511
280,18.170.228.132,0.0016515476888114
281,45.134.144.95,0.0016497608481164
282,103.232.54.173,0.0016400498976957
283,51.161.198.57,0.0016312480762279
284,107.11.98.243,0.0016266807564783
285,212.70.149.42,0.0016258810685255
286,89.38.98.75,0.0016213547965201
287,183.136.225.32,0.0016056314082972
288,128.116.54.148,0.0015915220492498
289,187.190.66.58,0.0015879509172874
290,20.4.69.197,0.0015800447985272
291,151.106.38.211,0.0015784620341002
292,51.210.222.219,0.0015751332438564
293,139.99.180.0,0.0015738719224505
294,209.237.141.99,0.0015669876522524
295,88.103.231.202,0.0015541039345533
296,46.251.238.199,0.0015429758358925
297,128.116.75.176,0.0015352437008916
298,20.4.7.133,0.0015339281700528
299,45.135.201.165,0.001521627874173
300,63.251.140.65,0.0015186828618016
301,2.57.122.98,0.001508458206151
302,145.239.154.84,0.001501239460559
303,101.255.148.186,0.0014956610300892
304,80.191.169.162,0.0014943098173211
305,45.137.206.8,0.0014902103040841
306,78.39.231.147,0.0014835401873798
307,20.8.119.200,0.0014817363549388
308,51.230.70.190,0.0014816019136944
309,79.124.62.234,0.0014795143432078
310,103.171.1.208,0.0014620502620993
311,45.143.203.2,0.0014601500936517
312,141.193.68.232,0.0014590161661308
313,176.9.102.186,0.0014570734092734
314,20.40.122.6,0.0014517545912184
315,185.156.73.107,0.0014497094331049
316,147.135.68.213,0.0014443013704154
317,45.135.201.151,0.0014425042200692
318,218.92.0.190,0.0014416036832126
319,200.111.188.18,0.0014348874414289
320,89.248.165.202,0.0014231065808519
321,216.98.52.249,0.0014229221994971
322,212.70.149.38,0.0014198502352047
323,176.192.41.182,0.0014163602684593
324,195.3.147.47,0.001413237604219
325,190.97.226.102,0.0014105019479503
326,135.148.137.100,0.0014056218989749
327,61.177.173.15,0.0014043598584176
328,13.64.114.222,0.0013993801130606
329,92.63.196.131,0.001399006561009
330,20.8.115.68,0.0013953996278673
331,80.246.81.192,0.0013888299359583
332,190.60.251.150,0.0013846074270392
333,51.81.75.2,0.001382268807962
334,193.105.134.45,0.0013775319433622
335,185.156.73.109,0.0013763718281037
336,87.208.28.60,0.0013705934763833
337,178.255.168.6,0.0013593770600855
338,92.63.197.71,0.0013498298675363
339,139.99.38.12,0.0013454645908204
340,135.148.86.50,0.0013363256727637
341,20.8.115.78,0.0013155995592685
342,185.198.56.73,0.0013140496525771
343,78.128.113.34,0.001311605080215
344,92.63.197.94,0.0013075560685943
345,89.248.163.156,0.0013040466499805
346,192.141.108.151,0.0013020069723738
347,45.143.200.114,0.0012975840251745
348,80.94.92.239,0.0012961488991087
349,200.91.234.45,0.0012943438344455
350,51.77.34.138,0.001291538232676
351,212.70.149.10,0.0012897662714407
352,183.82.97.116,0.0012793879429586
353,147.135.117.196,0.0012786332496441
354,92.63.196.8,0.0012745113023995
355,88.198.255.177,0.0012701755275352
356,5.161.43.117,0.0012660364683713
357,92.63.196.66,0.0012640896659432
358,112.85.42.229,0.0012633576399668
359,78.128.113.46,0.0012611834680617
360,198.251.83.19,0.0012600254666787
361,103.147.184.145,0.001258557316778
362,194.45.197.160,0.001258471541121
363,51.195.123.191,0.0012577053347844
364,139.99.235.164,0.0012560025119161
365,31.184.198.71,0.0012530848757908
366,128.116.74.208,0.0012518700730729
367,51.75.144.166,0.0012513886825268
368,192.99.247.70,0.001250759996181
369,20.4.7.140,0.0012459280954958
370,212.103.163.147,0.001245131259376
371,139.99.144.70,0.0012421858948651
372,137.74.7.15,0.0012410106436658
373,151.106.39.18,0.0012397564022996
374,20.4.63.78,0.0012377391673268
375,5.188.62.248,0.0012376572752678
376,5.249.162.160,0.0012366049798036
377,65.21.70.61,0.0012361968188374
378,20.8.115.73,0.0012322328319766
379,128.116.28.149,0.0012319575769142
380,209.141.39.94,0.0012315703313295
381,154.27.69.99,0.0012251150207694
382,157.90.95.234,0.0012239189284273
383,203.17.245.248,0.0012237926674491
384,86.106.121.100,0.0012222107306882
385,104.21.12.118,0.0012161480223374
386,139.99.234.42,0.0012158227643838
387,178.34.152.122,0.0012131649049273
388,36.95.24.201,0.001212982642019
389,78.128.113.102,0.0012088391158626
390,45.135.201.247,0.0012072978471085
391,198.144.159.105,0.0012056368525323
392,216.146.30.96,0.0012020004742994
393,43.229.65.1,0.0012018295284741
394,185.94.111.1,0.0011987130708829
395,104.152.52.142,0.0011962310103345
396,54.38.18.213,0.001194573943418
397,198.251.80.182,0.0011937171664451
398,186.229.28.26,0.001191842422674
399,222.253.252.98,0.001172741103069
400,45.129.33.4,0.0011669076299911
401,20.8.118.50,0.0011662661360558
402,104.152.52.18,0.0011613499340186
403,183.136.225.35,0.0011612786162189
404,51.81.38.128,0.0011561735483022
405,20.73.210.156,0.0011555849828373
406,103.77.224.8,0.0011555420246886
407,45.63.46.48,0.0011549822341802
408,13.64.114.212,0.0011545016298304
409,72.219.155.154,0.0011529893853115
410,91.134.216.109,0.0011498188831913
411,20.4.7.129,0.0011466493388309
412,99.189.114.157,0.0011459365502892
413,165.225.120.90,0.001145206310212
414,20.4.7.143,0.001144815331281
415,20.4.69.202,0.0011436144183959
416,117.232.87.34,0.0011429786469179
417,211.21.227.133,0.0011352721297165
418,51.79.20.96,0.0011320766214233
419,73.252.85.7,0.0011315009167181
420,149.202.64.123,0.0011297150715601
421,149.202.176.75,0.0011259062928405
422,114.39.40.35,0.001125166110206
423,217.100.61.147,0.0011237915140248
424,94.250.213.201,0.0011184743045698
425,94.250.219.57,0.0011183607212599
426,62.112.11.68,0.0011179978898979
427,147.161.64.172,0.0011159992890658
428,155.254.213.178,0.0011119398286889
429,49.88.112.68,0.0011098545537809
430,89.248.163.144,0.0011093552535234
431,89.248.163.73,0.0011064539757265
432,15.204.158.44,0.0011036000325392
433,120.28.163.48,0.0010959207284257
434,76.175.152.119,0.0010953274005887
435,64.233.184.188,0.0010944264337108
436,147.91.111.243,0.0010915750702931
437,70.42.74.194,0.0010913662582308
438,185.224.128.17,0.0010875542911008
439,172.104.113.6,0.0010874080087309
440,193.27.229.54,0.0010860829702922
441,149.18.73.14,0.0010821928455645
442,183.82.117.68,0.0010813303937271
443,91.171.118.67,0.0010791263703563
444,108.61.210.201,0.0010781881789392
445,20.8.118.52,0.0010769721306867
446,103.167.90.67,0.0010746384189637
447,200.93.79.33,0.001070644920053
448,177.75.125.35,0.0010674520035138
449,202.129.240.5,0.0010663538726609
450,103.242.168.62,0.0010636775638624
451,147.91.111.148,0.001061765568854
452,103.1.213.70,0.0010577535615681
453,61.220.65.121,0.0010560303021035
454,1.20.217.78,0.001055304953698
455,89.248.163.200,0.0010480258271122
456,151.106.39.136,0.0010473292705244
457,176.111.174.83,0.0010470704826707
458,41.220.30.132,0.0010461643572721
459,176.111.174.110,0.0010424118410255
460,176.111.174.86,0.0010416235485744
461,176.111.174.91,0.0010411070919706
462,36.93.132.251,0.0010393778282381
463,128.0.112.196,0.0010391947355931
464,117.240.120.18,0.001039006775116
465,176.111.174.88,0.0010389400839558
466,176.111.174.89,0.0010372016742851
467,51.195.61.211,0.0010371750255557
468,135.148.136.239,0.0010368824016612
469,89.248.165.3,0.0010355781623355
470,89.248.165.241,0.0010353888428717
471,176.111.174.97,0.0010326777173739
472,51.81.182.87,0.0010307746013176
473,187.182.26.39,0.0010300038795503
474,176.111.174.105,0.0010291776235764
475,176.111.174.112,0.0010266446479277
476,92.42.44.226,0.0010253325897712
477,176.111.174.109,0.0010247282308982
478,176.111.174.95,0.0010220508975714
479,185.191.34.207,0.001020373784417
480,49.0.72.46,0.0010203119766327
481,176.111.174.85,0.0010197112029949
482,91.139.31.227,0.0010177886007144
483,192.223.26.51,0.0010139449993525
484,20.8.118.59,0.0010109344257555
485,37.244.54.10,0.0010094485219339
486,176.111.174.87,0.0010089961560284
487,176.111.174.84,0.0010076556264448
488,20.8.119.192,0.0010047401810467
489,51.222.10.228,0.0010037050545529
490,176.111.174.81,0.001003586524852
491,89.248.165.199,0.0010023345407477
492,135.125.251.100,0.0010019449026944
493,101.43.254.234,0.0010006806041295
494,176.111.174.111,0.0009999187871749
495,47.134.217.170,0.0009986233044282
496,139.99.144.185,0.0009985241513998
497,64.34.65.20,0.0009966882005015
498,176.111.174.98,0.0009962761038933
499,142.4.222.55,0.00099554099608
500,151.106.38.229,0.0009943379574347
501,91.218.115.137,0.0009942485498136
502,144.172.74.16,0.0009938725785615
503,45.227.255.204,0.0009937235051577
504,176.111.174.82,0.0009933759855981
505,51.81.174.80,0.000991041818588
506,190.60.174.90,0.0009909287977633
507,176.111.174.80,0.0009879185284563
508,212.192.29.186,0.000986816260153
509,15.235.128.52,0.0009852023342288
510,179.190.99.242,0.0009847783092207
511,141.94.96.121,0.0009840320042675
512,45.145.227.43,0.0009821002337135
513,91.191.209.198,0.0009767781705097
514,145.239.154.82,0.0009753657223957
515,112.85.42.195,0.0009674498619816
516,92.63.197.83,0.0009672370241107
517,122.52.201.146,0.0009654803561669
518,45.153.33.215,0.0009652655813977
519,192.99.35.225,0.0009632140114227
520,92.63.196.130,0.0009612456817012
521,87.98.145.189,0.000959480264681
522,162.248.92.57,0.0009590139533242
523,95.217.83.207,0.0009584915581584
524,103.167.91.84,0.000956582980147
525,15.204.128.25,0.0009551944330909
526,103.176.170.81,0.0009527320423831
527,80.82.77.33,0.0009510882573526
528,147.135.165.25,0.0009493481780048
529,122.54.187.75,0.0009487032313445
530,52.158.215.30,0.0009475098096494
531,103.117.20.26,0.0009464899037578
532,187.63.66.50,0.0009451574015934
533,82.137.198.165,0.0009446224113485
534,20.4.63.76,0.0009435010222836
535,120.28.148.7,0.0009405689301531
536,91.239.160.96,0.0009393227003638
537,222.173.118.198,0.0009392375494096
538,89.248.165.200,0.0009356556557274
539,185.107.96.233,0.0009340785215998
540,51.255.57.17,0.0009322060747909
541,122.186.35.122,0.0009321510875196
542,45.143.203.3,0.0009312097875544
543,106.172.10.224,0.000927277883434
544,202.53.160.65,0.0009270176459606
545,51.222.164.247,0.0009269582434455
546,128.116.49.254,0.0009267022491644
547,80.82.77.139,0.0009258860305182
548,95.189.104.147,0.00092509954638
549,89.248.165.60,0.0009240709458843
550,151.101.38.167,0.0009167936847797
551,122.248.252.67,0.0009133603799202
552,27.66.32.20,0.0009122994213564
553,66.240.205.34,0.000911704248079
554,194.246.95.60,0.0009111963483383
555,163.172.43.137,0.0009109271301001
556,32.221.211.249,0.0009087812345392
557,80.82.77.144,0.000908514207139
558,198.144.159.78,0.0009078046981013
559,51.77.31.38,0.0009056126445675
560,148.59.74.92,0.0009052617299914
561,114.79.168.170,0.0009051281099141
562,125.25.92.156,0.0009039089632954
563,168.100.160.136,0.0008984903208444
564,51.81.75.4,0.000897605895694
565,113.160.202.102,0.0008961603497805
566,14.207.148.196,0.0008960221554633
567,77.236.93.214,0.0008953519054462
568,114.26.59.172,0.0008943461003524
569,205.220.231.28,0.0008934975036899
570,151.106.39.7,0.0008929457119406
571,104.152.52.114,0.0008877560381183
572,89.248.165.204,0.0008840105223282
573,178.166.43.143,0.0008790680653326
574,198.251.83.197,0.000879016646952
575,45.79.82.183,0.0008783309714579
576,129.126.243.204,0.0008776845936448
577,61.177.173.3,0.0008775430376394
578,185.134.173.158,0.0008742991788909
579,117.2.159.218,0.0008732931250345
580,72.90.69.91,0.0008732050664224
581,89.187.175.141,0.0008725974352467
582,36.69.241.65,0.0008711291778909
583,95.111.255.175,0.0008658716299234
584,27.106.54.205,0.0008648744844026
585,2.56.178.186,0.0008637453915983
586,92.247.68.220,0.0008629180357029
587,106.51.52.249,0.0008604892718874
588,198.251.83.101,0.0008594500749222
589,125.24.14.248,0.0008585678710439
590,20.4.69.200,0.0008578447052561
591,45.143.200.34,0.0008572416008934
592,122.52.189.209,0.0008531453890814
593,195.113.235.89,0.0008527446258343
594,71.6.199.23,0.0008501242450477
595,80.82.64.73,0.0008460595548409
596,103.205.112.225,0.0008456976870873
597,91.90.11.236,0.0008419180828534
598,202.55.134.156,0.0008407390585403
599,151.106.42.64,0.0008380904000762
600,89.248.172.20,0.0008338952890796
601,83.249.37.85,0.0008334401215237
602,90.249.169.8,0.0008327019016595
603,141.94.51.217,0.0008324023599129
604,89.39.104.123,0.0008319905655452
605,151.106.42.66,0.0008295318687761
606,14.102.123.186,0.0008292817936743
607,165.76.144.92,0.0008290857080955
608,112.85.42.227,0.00082360767416
609,208.52.152.21,0.0008226292863203
610,3.10.139.249,0.0008216421563042
611,197.232.7.52,0.0008199125836413
612,147.50.78.18,0.0008180649750138
613,186.176.210.209,0.0008156159226206
614,45.141.84.57,0.0008152145345726
615,139.99.169.30,0.0008152112338389
616,185.25.182.68,0.0008147966094187
617,59.120.4.45,0.0008145938258884
618,81.19.209.48,0.0008135632846933
619,190.171.225.202,0.0008107786895556
620,122.3.35.15,0.0008107206870748
621,101.50.120.222,0.0008098751657101
622,146.59.148.170,0.0008094165953165
623,31.173.207.151,0.0008083530270568
624,186.5.240.3,0.0008073201696599
625,52.160.249.96,0.0008056414216439
626,92.63.196.236,0.0008046747402456
627,194.26.228.174,0.0008045195442098
628,128.116.24.170,0.0008031549228009
629,66.85.15.1,0.0008025557051682
630,9.9.9.9,0.0008019827217082
631,135.148.136.170,0.0007986684547056
632,92.63.197.113,0.0007979745074511
633,81.177.143.31,0.0007948121549519
634,200.69.82.69,0.0007932195526845
635,185.156.73.54,0.0007919717957135
636,119.93.18.165,0.0007909856389765
637,51.254.149.211,0.0007901132333794
638,95.217.93.142,0.0007874141853173
639,73.101.33.14,0.0007873626574112
640,134.255.220.202,0.0007871303146177
641,177.126.96.166,0.0007871289446928
642,222.186.30.112,0.0007863400754121
643,218.92.0.198,0.0007818721177569
644,179.43.99.204,0.0007806098357244
645,115.73.220.35,0.0007798168329863
646,8.35.33.165,0.0007773908537022
647,122.53.158.99,0.0007769058775605
648,89.37.95.164,0.0007746134187547
649,202.6.238.214,0.0007742953611993
650,51.79.162.206,0.0007738969673669
651,191.31.105.111,0.0007738319037253
652,51.195.252.33,0.0007737550503246
653,104.129.132.114,0.0007724534294474
654,190.109.217.165,0.0007707891677062
655,45.138.16.158,0.0007694677095468
656,36.26.12.30,0.0007691036073502
657,91.211.89.191,0.0007683287069103
658,87.249.134.10,0.0007681785002296
659,80.57.91.19,0.000766808254567
660,103.71.255.254,0.000766386314568
661,45.172.223.245,0.0007658591096416
662,18.133.181.198,0.0007658320566409
663,176.98.156.91,0.0007648160646094
664,128.116.53.212,0.000764704171491
665,198.244.176.5,0.0007639561615899
666,68.103.122.109,0.0007620290961555
667,103.85.100.152,0.0007613427211627
668,118.68.36.47,0.0007610040117251
669,65.108.42.222,0.0007609958831845
670,45.134.144.211,0.0007608546879282
671,159.224.70.163,0.0007604343978144
672,93.174.95.106,0.0007591367011783
673,109.74.204.123,0.0007591310750187
674,89.248.165.100,0.0007555250244713
675,89.121.223.210,0.0007548261725148
676,142.59.243.215,0.0007544373366583
677,79.124.62.70,0.0007540856225754
678,89.248.165.84,0.0007537726925892
679,89.248.165.154,0.0007537720990818
680,113.161.74.63,0.0007535353732744
681,94.141.232.246,0.00075318210768
682,194.44.136.218,0.0007504311568383
683,103.1.212.170,0.0007500010673448
684,192.36.27.111,0.0007494165124018
685,217.11.182.49,0.0007492090372608
686,103.78.23.34,0.0007480114295939
687,138.121.114.13,0.0007471661855679
688,167.179.4.30,0.0007462867999896
689,196.188.65.38,0.000744238769444
690,31.43.191.143,0.000744025582368
691,63.143.118.34,0.0007434715584501
692,202.166.220.198,0.0007425926676203
693,102.164.252.232,0.0007408243176317
694,200.91.234.42,0.0007407514229238
695,111.7.96.133,0.0007398300945128
696,41.33.89.161,0.0007395491853667
697,185.7.214.243,0.0007390356163979
698,14.99.215.70,0.0007385249271089
699,111.7.96.132,0.0007383929956792
700,162.142.125.88,0.000736825215566
701,162.142.125.83,0.0007367241548746
702,122.179.135.169,0.000736601531735
703,123.253.127.225,0.0007339868333982
704,162.142.125.85,0.0007328289743554
705,162.142.125.82,0.0007320206310208
706,162.142.125.95,0.0007318090436309
707,103.114.104.68,0.0007315834927591
708,162.142.125.92,0.0007314848481866
709,223.71.167.164,0.000731454002072
710,104.152.52.158,0.0007310849479079
711,141.224.241.127,0.0007307175494467
712,162.142.125.89,0.0007306130656815
713,135.148.137.119,0.0007302747439653
714,51.81.48.112,0.00072999005144
715,117.216.44.100,0.0007297521946814
716,162.142.125.81,0.0007297447203324
717,174.27.192.208,0.0007295840582034
718,162.142.125.80,0.0007295656924051
719,93.190.139.208,0.0007287664384448
720,89.40.104.229,0.0007286120735821
721,162.142.125.87,0.0007283372513007
722,162.142.125.91,0.0007273429085385
723,162.142.125.86,0.0007268023656777
724,181.46.139.202,0.0007264734776628
725,162.142.125.94,0.0007263506645307
726,114.143.123.202,0.0007260910090023
727,89.248.165.105,0.0007253229898209
728,162.142.125.90,0.0007245132928895
729,142.44.135.203,0.0007239914289339
730,60.96.63.110,0.0007229904194162
731,162.142.125.84,0.0007218519768407
732,141.94.96.115,0.0007218002412702
733,104.152.52.91,0.0007211728505895
734,162.142.125.93,0.0007211318125383
735,120.28.160.163,0.0007191297480979
